6,241,3.689887073622536,3,4,4,4,4,4,3,2,4,3,3.194736842105263,4.142782879916825,3
6,468,3.689887073622536,5,3,5,5,5,4,5,5,2,5,3.194736842105263,3.743761343012704,3
6,501,3.689887073622536,4,4,3,4,3,4,3,3,4,3,3.194736842105263,3.808137215795772,3
6,528,3.689887073622536,2,3,3,4,4,3,3,3,4,3,3.194736842105263,2.9540175136481883,4
6,658,3.689887073622536,4,3,5,4,4,3,3,3,2,4,3.194736842105263,3.691385844515006,3
6,706,3.689887073622536,3,1,4,3,4,3,3,4,4,4,3.194736842105263,3.536130536130536,3
6,825,3.689887073622536,5,5,5,5,3,3,1,3,4,3,3.194736842105263,4.009,3
6,886,3.689887073622536,4,5,5,4,5,4,4,3,3,3,3.194736842105263,4.068047873787288,5
6,1144,3.689887073622536,3,3,3,3,3,3,3,3,4,3,3.194736842105263,3.9726187690147436,2
6,1238,3.689887073622536,2,3,3,2,3,4,1,4,3,4,3.194736842105263,3.4143302180685358,2
6,1307,3.689887073622536,3,2,2,3,4,1,3,3,3,4,3.194736842105263,3.2519979117304527,1
6,1476,3.689887073622536,5,3,5,5,5,1,1,4,3,4,3.194736842105263,4.463672391017173,1
6,1542,3.689887073622536,4,3,2,4,4,3,2,3,4,3,3.194736842105263,3.9477541371158393,3
6,1571,3.689887073622536,5,3,2,3,3,3,4,2,4,3,3.194736842105263,3.835319036272174,4
6,1642,3.689887073622536,4,5,5,4,4,4,3,4,5,4,3.194736842105263,4.086346111878956,4
6,1709,3.689887073622536,3,4,5,4,5,4,3,3,3,3,3.194736842105263,3.6656314699792962,4
6,1765,3.689887073622536,1,4,5,2,4,3,3,1,3,4,3.194736842105263,3.5513196480938416,3
6,1843,3.689887073622536,4,4,4,5,4,4,3,3,3,3,3.194736842105263,3.2127017178552837,2
6,1901,3.689887073622536,4,4,4,4,3,3,3,3,3,2,3.194736842105263,3.6420390747810463,4
6,1918,3.689887073622536,4,3,4,3,3,3,4,3,4,3,3.194736842105263,3.1451934583167134,4
6,1939,3.689887073622536,4,3,3,3,3,4,3,2,3,4,3.194736842105263,3.513521819299324,3
6,2269,3.689887073622536,4,2,2,2,2,3,3,3,3,4,3.194736842105263,2.535,3
6,2340,3.689887073622536,2,2,3,1,3,3,3,3,3,3,3.194736842105263,3.1085526315789473,3
6,2726,3.689887073622536,4,5,2,1,4,3,3,2,3,4,3.194736842105263,3.8258426966292136,3
6,2843,3.689887073622536,2,1,2,1,1,3,3,3,4,3,3.194736842105263,2.2043386983904827,1
6,2857,3.689887073622536,3,4,5,4,3,3,4,3,3,3,3.194736842105263,3.7175141242937855,4
6,2942,3.689887073622536,5,5,5,3,5,3,3,3,4,3,3.194736842105263,4.28610215509927,3
6,2953,3.689887073622536,2,3,3,4,3,3,2,3,3,3,3.194736842105263,3.7108167770419427,4
6,2965,3.689887073622536,2,3,3,5,3,3,3,3,4,2,3.194736842105263,3.8136998254799304,4
6,3153,3.689887073622536,3,3,3,3,4,4,3,3,4,4,3.194736842105263,4.020803096274794,3
6,3198,3.689887073622536,3,3,3,5,3,3,4,3,3,4,3.194736842105263,3.4085653104925053,3
6,3226,3.689887073622536,3,4,5,4,5,4,3,4,3,3,3.194736842105263,3.983575786015955,3
6,3265,3.689887073622536,3,3,4,3,4,4,4,3,3,3,3.194736842105263,3.4927314460596786,3
6,3269,3.689887073622536,4,5,3,4,4,3,4,3,3,3,3.194736842105263,3.9703872437357632,4
6,3320,3.689887073622536,3,4,3,3,4,4,3,4,2,4,3.194736842105263,3.664005602240896,3
6,3385,3.689887073622536,4,3,4,4,4,3,4,4,4,5,3.194736842105263,3.595323205242776,2
6,3434,3.689887073622536,3,3,3,4,3,3,3,3,5,3,3.194736842105263,3.325892857142857,3
6,3509,3.689887073622536,4,3,4,4,3,3,3,4,3,4,3.194736842105263,3.8489795918367347,4
6,3689,3.689887073622536,3,4,4,4,3,3,3,3,3,4,3.194736842105263,3.4763569078947367,3
6,3730,3.689887073622536,5,2,4,4,4,3,3,2,4,4,3.194736842105263,3.9276569297700434,4
6,3864,3.689887073622536,5,5,5,4,5,3,3,4,3,4,3.194736842105263,4.22452311888891,3
6,3893,3.689887073622536,3,2,4,4,5,4,3,4,4,2,3.194736842105263,3.505309325946445,4
6,3905,3.689887073622536,4,3,4,4,4,5,3,4,4,2,3.194736842105263,3.6579535683576956,3
6,3962,3.689887073622536,5,4,5,5,5,5,4,5,4,5,3.194736842105263,4.422984972677596,4
6,4043,3.689887073622536,4,5,3,4,4,3,3,4,5,4,3.194736842105263,3.5740507656807217,5
6,4100,3.689887073622536,4,3,5,4,2,4,3,3,5,4,3.194736842105263,3.694206549118388,3
6,4353,3.689887073622536,5,4,5,2,5,1,4,4,3,4,3.194736842105263,4.29958432304038,1
6,4406,3.689887073622536,3,3,2,5,3,4,4,3,3,3,3.194736842105263,3.1770833333333335,3
6,4522,3.689887073622536,1,1,5,4,4,1,5,5,4,3,3.194736842105263,3.913870246085011,4
6,4682,3.689887073622536,4,5,5,5,4,3,4,3,4,4,3.194736842105263,4.005722460658083,3
6,4697,3.689887073622536,4,4,5,4,5,4,3,3,4,3,3.194736842105263,4.021301915982387,4
6,4847,3.689887073622536,5,4,4,4,5,4,5,3,3,4,3.194736842105263,4.06982432732933,3
6,4883,3.689887073622536,3,3,3,3,2,3,3,3,3,3,3.194736842105263,3.416715715126545,3
6,4914,3.689887073622536,4,2,4,1,3,4,4,3,3,3,3.194736842105263,3.0367032251058745,4
6,5154,3.689887073622536,4,3,3,4,3,3,3,3,4,3,3.194736842105263,3.342557334487235,4
6,5549,3.689887073622536,5,5,4,5,5,1,4,4,4,3,3.194736842105263,4.1477243172951885,1
6,5562,3.689887073622536,4,3,4,5,5,4,4,3,4,3,3.194736842105263,3.796244998461065,3
6,5657,3.689887073622536,3,4,4,3,3,3,3,3,3,3,3.194736842105263,3.6975806451612905,3
6,5760,3.689887073622536,5,5,5,3,5,4,4,4,1,4,3.194736842105263,4.4127777777777775,4
6,5787,3.689887073622536,5,4,4,4,5,3,2,3,1,3,3.194736842105263,3.951890450799806,3
6,5793,3.689887073622536,5,4,5,4,3,3,3,3,4,3,3.194736842105263,3.7159417316372587,2
6,5819,3.689887073622536,3,4,5,1,4,4,3,4,3,4,3.194736842105263,3.8,3
6,5926,3.689887073622536,5,5,4,5,4,4,3,4,2,4,3.194736842105263,4.092861091032782,4
6,5991,3.689887073622536,3,5,4,4,4,3,3,4,4,3,3.194736842105263,3.5697592331128782,3
6,6119,3.689887073622536,3,4,4,3,3,3,5,3,3,3,3.194736842105263,2.985149985149985,3
6,6221,3.689887073622536,4,4,2,5,4,4,4,5,4,4,3.194736842105263,3.8540111940298507,3
6,6255,3.689887073622536,4,5,4,4,3,3,3,3,4,3,3.194736842105263,2.986210772023861,3
6,6268,3.689887073622536,3,4,3,3,3,4,3,2,3,4,3.194736842105263,3.1703789412785652,3
6,6292,3.689887073622536,3,4,5,5,4,3,4,3,4,4,3.194736842105263,4.0467032967032965,4
6,6475,3.689887073622536,4,3,4,4,4,4,3,4,5,3,3.194736842105263,3.4962693357597816,3
6,6631,3.689887073622536,2,3,5,4,3,3,4,3,4,3,3.194736842105263,3.0239262960077005,3
6,6635,3.689887073622536,5,4,5,4,5,3,2,4,4,3,3.194736842105263,3.743991640543365,3
6,6641,3.689887073622536,4,4,3,3,3,4,3,4,3,4,3.194736842105263,3.652257444764649,4
